# AACR-Bench -> ReviewGate 评测清单
# 数据来源：阿里巴巴开源数据集 alibaba/aacr-bench
# 原始描述：200 real Pull Requests from 50 active open-source projects, 10 languages,
#          human-LLM collaborative annotation, 1,505 review comments as ground truth.
# 列（Tab 分隔）：repo	pr	source_commit	target_commit	label	language	category	change_line_count	note
# source_commit = PR base, target_commit = PR head
google-gemini/gemini-cli	5793	53f8617b249c9f0443f5082a293a30504a118030	4c150ab4befb2a727b493d732d8d3d01f388e492	negative	TypeScript	Bug Fix	262	TypeScript | Bug Fix | 3 comments
google-gemini/gemini-cli	9177	809b933d8150c29154062e4d596cd916258022fc	c6e624883852318b71baa2a060c933bb5de591ef	negative	TypeScript	Test Suite / CI Enhancements	103	TypeScript | Test Suite / CI Enhancements | 1 comments
google-gemini/gemini-cli	5819	4e49ee4c734f53a705df72efda2d076cb0acf44e	6fd82699700fc19ea30a7b29a059f392ccfbb2cc	negative	TypeScript	New Feature Additions	300	TypeScript | New Feature Additions | 5 comments
google-gemini/gemini-cli	8154	5a05fb0dd002481343aaab7736a871904bb07c6f	0fa1bd7ac417366f321ed2554caeaef550321959	negative	TypeScript	Security Patches / Vulnerability Fixes	405	TypeScript | Security Patches / Vulnerability Fixes | 3 comments
infiniflow/ragflow	7151	8362ab405c35d260dd2328dc207aefcf30778f66	f189316eae1c199a5891f7a8bc47d53bb1b5c818	negative	Python	Bug Fix	207	Python | Bug Fix | 3 comments
infiniflow/ragflow	5065	469460483665000f522b6c9a6583bb34f17a954b	2d06022b78536bd22a0fd83f38804f39aa34cce8	negative	Python	New Feature Additions	65	Python | New Feature Additions | 4 comments
appwrite/appwrite	9999	d205ac457960f73d781547540cde1732f69076ac	710b8bda565c411ecb23e8b670d0ba7f45d2b3f3	negative	PHP	Bug Fix	46	PHP | Bug Fix | 2 comments
laravel/framework	54226	2e5054a19ba55b335bf8df43a8ae7e032244f671	180c25ff94ae2dff26d2ca5f8bf779af1e8fc8c2	negative	PHP	Test Suite / CI Enhancements	556	PHP | Test Suite / CI Enhancements | 1 comments
valkey-io/valkey	2141	23fb9f2b5162752fbf42d892c6ff311a346565b8	866fa4a4c9635bae6f0a6b59a78954083ff5ff1a	negative	C	Code Refactoring / Architectural Improvement	30	C | Code Refactoring / Architectural Improvement | 1 comments
valkey-io/valkey	1889	ea2e48a807e1d4a1a5a684a2a699eda1934a0c6f	36f37c0bafa72c091a9a3725b9a026a056130892	negative	C	Security Patches / Vulnerability Fixes	52	C | Security Patches / Vulnerability Fixes | 1 comments
valkey-io/valkey	2059	b5c7743971df5476acbdbbbd3b378496e885e1e4	1379171021c18b009fa02c42088e82caf0e33203	negative	C	New Feature Additions	283	C | New Feature Additions | 11 comments
valkey-io/valkey	1651	78bcc0a2cfb33ec940bfb14cb12ea10efa3af93a	ecb3abd53e891861ce996506689336b6442ec8fb	negative	C	Bug Fix	279	C | Bug Fix | 5 comments
valkey-io/valkey	1485	7fa784a27562940d2995fc6e3d6938940d81e4b6	8b2137d6cd7c8b898352b8bcb035402958d92707	negative	C	Performance Optimizations	540	C | Performance Optimizations | 5 comments
facebook/react	31844	8f92ea467e2672a436e3e032299d5230d03187ed	59812014eb10e8c0aec7e1890e38dbc22951caab	negative	JavaScript	Test Suite / CI Enhancements	206	JavaScript | Test Suite / CI Enhancements | 3 comments
mudler/LocalAI	4577	78533d7230bdb5e352e325c15d0d53f38428b08e	e466450c007539a2b1e4d2951c6756ff004a2b52	negative	Go	New Feature Additions	185	Go | New Feature Additions | 2 comments
bitcoin/bitcoin	31886	d1b583181dcc31613cd586d63329cb4c4a586972	724546e28a5778e1c3f5100406ed7237f76aab55	negative	C++	New Feature Additions	34	C++ | New Feature Additions | 1 comments
bitcoin/bitcoin	31405	ae024137bda9fe189f4e7ccf26dbaffd44cbbeb6	4ba2e480ffa0b77113953bee4ff5c9349e277e7e	negative	C++	Bug Fix	135	C++ | Bug Fix | 4 comments
bitcoin/bitcoin	32425	663a9cabf811e2fc53102bc6da00d09fc99d1d81	e98c51fcce9ae3f441a416cab32a5c85756c6c64	negative	C++	New Feature Additions	254	C++ | New Feature Additions | 4 comments
wavetermdev/waveterm	1793	286783fb8e71cec6d2294bd871e5ccf8c798c646	90a57d552d15f1b2a4d92cdfc3a4308efcf5c57b	negative	Go	Code Refactoring / Architectural Improvement	522	Go | Code Refactoring / Architectural Improvement | 12 comments
wavetermdev/waveterm	1755	3beb14aa6bdd9118c43cdd75adca32616619451b	61b0fb4baec87c6fa91bdeadc43fab75fd29eb61	negative	Go	New Feature Additions	808	Go | New Feature Additions | 12 comments
wavetermdev/waveterm	1998	ce9775c00c36ba290c7a6f5134c0ff7759def6eb	4b7637fb17fb0f937d67f12a63f3f370a3343117	negative	Go	Bug Fix	792	Go | Bug Fix | 7 comments
n8n-io/n8n	20210	291a39c87eb2bc228816d02c55a1f6857822006f	ebe680fbcacd9210aa219ab01d98012ac1d6faae	negative	TypeScript	Test Suite / CI Enhancements	761	TypeScript | Test Suite / CI Enhancements | 9 comments
n8n-io/n8n	15057	14f59373d2264e97d73474bed5964a6a405d8082	61fc500fee842539e2a5011303147fdf5df0cd96	negative	TypeScript	New Feature Additions	111	TypeScript | New Feature Additions | 1 comments
n8n-io/n8n	13323	aae55fe7ac77594444c3405161555a517902c68b	93216919462181f52d6994f8f20a9a478716545f	negative	TypeScript	Bug Fix	81	TypeScript | Bug Fix | 1 comments
n8n-io/n8n	20188	ef550104cdceb8113381c24fabb63d7e0f6fa6a4	f523897785e1a45484b31c9bb16e66e060553601	negative	TypeScript	Security Patches / Vulnerability Fixes	158	TypeScript | Security Patches / Vulnerability Fixes | 4 comments
immich-app/immich	14777	10e569cc1c563ece2eb7e2581cef943829a72440	91b3b6aebd3a02a4ac158b21ce469138df893178	negative	TypeScript	Bug Fix	312	TypeScript | Bug Fix | 1 comments
immich-app/immich	17124	6ba94ac2f2f78c871f56874a7c2ff61b2ff4a06b	966c3f22d034c230a14bb21b02627ef6d00eec68	negative	TypeScript	Performance Optimizations	122	TypeScript | Performance Optimizations | 4 comments
immich-app/immich	17535	584e5894bfd4fe356e790fa9781ccee4e5224874	5f4759196534661bd332085514878d0efbb7ce84	negative	TypeScript	Code Refactoring / Architectural Improvement	692	TypeScript | Code Refactoring / Architectural Improvement | 9 comments
immich-app/immich	18043	55f4e93456ab7415082e342af9ad5cabd52562a6	9032c7e021872a913e28de2e79bd9ab9806e7413	negative	TypeScript	New Feature Additions	253	TypeScript | New Feature Additions | 3 comments
immich-app/immich	14874	4d6d5537b713ca80bb2a670fdc7be66882b12d5c	7e2009f038cbf3f26403af6582af3cf8ba91672f	negative	TypeScript	Bug Fix	55	TypeScript | Bug Fix | 3 comments
immich-app/immich	16893	c664d99a348999d16cda45a8dd57db436b8f9fba	d38f1f55f42d600d05058e70d6ccee9679623591	negative	TypeScript	New Feature Additions	125	TypeScript | New Feature Additions | 4 comments
immich-app/immich	17879	b845184c80295603e3a02dfad84ff2755d417aff	b7a12558bc8e69c9c96b9a5b12f61f94689ea0e3	negative	TypeScript	Code Refactoring / Architectural Improvement	213	TypeScript | Code Refactoring / Architectural Improvement | 6 comments
vllm-project/vllm	12608	7a8987dac5f0ed0c798a73e8b4ec8f5e640bc63a	075f1b5b8015e343f25b45d36ccff571cb39739b	negative	Python	Code Refactoring / Architectural Improvement	194	Python | Code Refactoring / Architectural Improvement | 1 comments
vllm-project/vllm	15998	5e125e74d1b9739025ccb81106e28ce9b0dd4ea5	a800045d0e2473ce173865edb83967cd210dec4c	negative	Python	Test Suite / CI Enhancements	55	Python | Test Suite / CI Enhancements | 2 comments
vllm-project/vllm	24425	f4962a6d55a340ebb569d377c842deff7611d8f7	6217b0c46176fa51196d862e02e1b3722eefa4de	negative	Python	New Feature Additions	12	Python | New Feature Additions | 1 comments
vllm-project/vllm	19231	aa49f148322a39727be110da51a6782d43a2f5d8	acfaec4e0f99ffd81078428355662a166c1f5b60	negative	Python	Dependency Updates & Environment Compatibility	15	Python | Dependency Updates & Environment Compatibility | 1 comments
vllm-project/vllm	17425	d8037867313eef09779b265ea4bace76d2d118ba	134705b1474ddcfac234a0a01313874f7c8b59bc	negative	Python	Bug Fix	154	Python | Bug Fix | 3 comments
astral-sh/uv	11088	1fae8dbf1789717f45e82ea290c1c99642d05139	ed57db2b34c2a7a955b2dc76583dce7ace02e628	negative	Rust	Bug Fix	113	Rust | Bug Fix | 1 comments
dbeaver/dbeaver	38239	1df2fe97207fe1346ca92ea9c41dd3fd13303001	ed40132dcb3c6ab5502056b7de0e47c0858ec016	negative	Java	New Feature Additions	90	Java | New Feature Additions | 3 comments
dbeaver/dbeaver	36789	469e4265a58af95a6d5f4069515e029fc2891374	dc67ca7cf486ceaf45559318cdcbca193847188d	negative	Java	New Feature Additions	294	Java | New Feature Additions | 5 comments
dbeaver/dbeaver	37564	24ad3c4030412df3d9c843c405e90a0b1e2ad5dd	bc3ac7bb47092a934b344791d8aa3a1c41e6c8f7	negative	Java	Bug Fix	22	Java | Bug Fix | 2 comments
dbeaver/dbeaver	38915	8793ec7a6c71aa503b1dc492ddb4e982a8f3e9d9	8224826969254a49e68e025cae82d3cf1574de38	negative	Java	Bug Fix	130	Java | Bug Fix | 1 comments
filamentphp/filament	15217	e4a7ecf0e65574522eb9fbe70b7339f41de0bbe2	871ec75815e1f92da141e9aef80f287f7779dfe7	negative	PHP	New Feature Additions	11	PHP | New Feature Additions | 1 comments
dotnet/aspnetcore	62734	8bb2b2067815996d9a8224ee38aa80a79f797827	742f022e92563bd6fb87d1c752f25fd14e1b2a43	negative	C#	Security Patches / Vulnerability Fixes	6	C# | Security Patches / Vulnerability Fixes | 2 comments
dotnet/aspnetcore	59322	7ba02e8ac71eeba562476953d5ff6030b8eda765	8ac940ff581aa344ab8f859874f6d4c0ecaec6b6	negative	C#	Performance Optimizations	226	C# | Performance Optimizations | 1 comments
microsoft/semantic-kernel	11361	fa96214dbc167080bec90a917c7d911a1f3539e4	a712b62f7804121730a95d34195cad365eb350b7	negative	C#	Documentation Update	16	C# | Documentation Update | 1 comments
kestra-io/kestra	6844	01a77aff0422884ed7b18ba8d00a0495d0bab88e	06e7c6e48e22420da5bb0bf3188bc00f73974c9a	negative	Java	Test Suite / CI Enhancements	235	Java | Test Suite / CI Enhancements | 4 comments
juspay/hyperswitch	8063	8e9bad6457449ef2a435be03a9f97acc2dd2108a	5e0fa17a5e9e977daa4b896e1dfc2de61f526113	negative	Rust	Documentation Update	112	Rust | Documentation Update | 5 comments
juspay/hyperswitch	7353	50cbe20ee1da0392f4f590bade9f866435356b87	59ec03ceef191dcada50380ec20cd843b80a87b6	negative	Rust	Code Style, Linting, Formatting Fixes	94	Rust | Code Style, Linting, Formatting Fixes | 1 comments
juspay/hyperswitch	9130	b26e845198407f3672a7f80d8eea670419858e0e	0231de6ae6795ef7fa85e5ab87b6fe46a4955333	negative	Rust	New Feature Additions	127	Rust | New Feature Additions | 11 comments
ClickHouse/ClickHouse	80345	e29021aed71bfebb76c0305f554375061adb8bf9	5fb6ee38d2d7d2fc6e1a67005b12d3b9aaac418f	negative	C++	Documentation Update	373	C++ | Documentation Update | 5 comments
ClickHouse/ClickHouse	73546	83afa5c6704737ed4afc5a178f96bf49c39e5e4c	40a4654d7b114f1d42f48680d57007ae80897cd1	negative	C++	Bug Fix	498	C++ | Bug Fix | 16 comments
ClickHouse/ClickHouse	85266	473c1b82e2bc2cbbbaac137fb86187c31d244700	fd6ba0c19048b6a546188661d1092c6c76a72796	negative	C++	Code Refactoring / Architectural Improvement	12	C++ | Code Refactoring / Architectural Improvement | 2 comments
ClickHouse/ClickHouse	74070	39fba894af99b367fe5c1f9375b3dc2c8fc25bd3	cc962559c45fcee9706d86c6425d48e794676a67	negative	C++	New Feature Additions	871	C++ | New Feature Additions | 6 comments
ClickHouse/ClickHouse	85873	80e66f08662739d8eaaccb40ef75c573572bb8ba	73ecc7d809300ed1c29e1078712c531ebddcb181	negative	C++	Documentation Update	575	C++ | Documentation Update | 16 comments
ClickHouse/ClickHouse	82441	1c01feef2757648e0b1b801cf1f81c59de527bb6	314352043db0170026d11475bcaf67c7bb4fc311	negative	C++	Security Patches / Vulnerability Fixes	531	C++ | Security Patches / Vulnerability Fixes | 8 comments
ClickHouse/ClickHouse	80597	25f2e13a8fc3ed6e6215ee7481677e1b8523ac4c	f9987c89a4cfaa95269385f24323dc6f44cda6e9	negative	C++	Performance Optimizations	76	C++ | Performance Optimizations | 3 comments
ClickHouse/ClickHouse	74715	cb7d649b965c4049bf97942db7125cce1154ca38	79224f240cf020f73a9f492ce293d046fc0b7949	negative	C++	Test Suite / CI Enhancements	99	C++ | Test Suite / CI Enhancements | 3 comments
ClickHouse/ClickHouse	80391	e06542d23d77ca297014b40c7fd0f406f15fef81	f9d51faa7cba634f38a711494003d404946b05de	negative	C++	New Feature Additions	166	C++ | New Feature Additions | 4 comments
ClickHouse/ClickHouse	75474	1ac5c4a6a23b4742624d64db210f10ca95133b11	3eee8866fb55acab61eaba6dc9eebd847f483913	negative	C++	Bug Fix	412	C++ | Bug Fix | 3 comments
ClickHouse/ClickHouse	72920	8a04621f436a36b35346ff474fb980469b61647d	d67628cd7e7aeeba2a60bea273c5cfc08714120c	negative	C++	Performance Optimizations	71	C++ | Performance Optimizations | 3 comments
elastic/elasticsearch	133365	0a5a74c5e9dad3d62a8486e52422be2ae1295e03	5e604e492648a95f7adef067aeb2b9fc2ca4a206	negative	Java	Performance Optimizations	289	Java | Performance Optimizations | 8 comments
elastic/elasticsearch	119759	4ac8d55ff7c5612413e4a45e14a2b39f3e85f3a9	a3bac5f2d4020183019a47d8d64c08123f7ec25d	negative	Java	Test Suite / CI Enhancements	494	Java | Test Suite / CI Enhancements | 1 comments
elastic/elasticsearch	118998	edb3818ecc0ff0c34a63dcac533f51cfee4c4443	902352ac82dfa1d0b0a54ef7f0d86d6733691ba5	negative	Java	New Feature Additions	160	Java | New Feature Additions | 2 comments
elastic/elasticsearch	118626	7c46556e2137a92e7d92ddf40af0ae5388c1e888	a9973f67256e21340a8b00039531e69b724d0856	negative	Java	Code Style, Linting, Formatting Fixes	229	Java | Code Style, Linting, Formatting Fixes | 1 comments
elastic/elasticsearch	123744	ba5a9c83310ce6fbe27ff251aba00e37fad1d205	4d9b96f4ac1af0cb871f1d3b77169f9f1e83d194	negative	Java	Bug Fix	29	Java | Bug Fix | 1 comments
elastic/elasticsearch	118895	cc0e53e883ee7e0b136e58a0105103c1a7ffddf9	a6a4623f4a0216b515a8cb323110305504431459	negative	Java	New Feature Additions	211	Java | New Feature Additions | 1 comments
elastic/elasticsearch	126376	47e352fda0567a682687fe926927cee3f631ea24	10d682d9aa4b1c2976e1db769ba04cb15256da9e	negative	Java	Security Patches / Vulnerability Fixes	476	Java | Security Patches / Vulnerability Fixes | 3 comments
openai/codex	3212	d6182becbe155776b159270fe4a5e88d607f0c5e	8c952af20fe791cc0c5d0a59089d3329968b4373	negative	Rust	Bug Fix	130	Rust | Bug Fix | 4 comments
ollama/ollama	9654	56dc316a57f07fbed80723d1ecd589da0906018e	498792c9be023ebfdaa1e0dbc6ac85c0ff8c75b1	negative	Go	Test Suite / CI Enhancements	776	Go | Test Suite / CI Enhancements | 3 comments
ollama/ollama	10135	c2f5d6662ba696b94455eaaa298a797d56fdca5c	0b52f186fb4af8fa7d4f6a71967f922eb6b69cdc	negative	Go	Performance Optimizations	132	Go | Performance Optimizations | 3 comments
ollama/ollama	9746	4ea4d2b18952a104a47079df00ac0bfe4706f3aa	2ed14f2a28867c017426b41a9ff6bfc52c981a43	negative	Go	Bug Fix	716	Go | Bug Fix | 1 comments
ollama/ollama	12185	92b96d54efd6b49322b7cf046f9a0dc16b00cd0a	b6002f6b6c69370f8c18a9e6c1cafa8463273a6b	negative	Go	Code Refactoring / Architectural Improvement	64	Go | Code Refactoring / Architectural Improvement | 4 comments
ollama/ollama	8938	f53f4198c36d0a943de598ad91a20baa9481c5c5	c2d08dd67a9bcf15e52a2f15b1fad888afffcd32	negative	Go	New Feature Additions	24	Go | New Feature Additions | 2 comments
mpv-player/mpv	15828	5809d4d1bc54c3a3a32b38c7cf8a6ed90e91f7db	0729afe8d7067f0e4d69000309ec6f3e24ac3926	negative	C	Performance Optimizations	56	C | Performance Optimizations | 1 comments
mpv-player/mpv	16061	5ba7ee513751dd005379a06fb627303e6fe1b3dd	0b0330fa9d5d70c78f36e1010a3b826fa7046387	negative	C	New Feature Additions	159	C | New Feature Additions | 5 comments
mpv-player/mpv	16164	30869ddb904f800ad1b858ac99c5fb81690f0cb7	dbd327d36fd0dc80ebd6e5517c102a92e31a0836	negative	C	Code Refactoring / Architectural Improvement	79	C | Code Refactoring / Architectural Improvement | 3 comments
mpv-player/mpv	16090	5ba7ee513751dd005379a06fb627303e6fe1b3dd	ff45a8103e3c5ec3e786b950b4852c2750de936f	negative	C	Bug Fix	185	C | Bug Fix | 5 comments
ppy/osu	31232	605979e790eb0aabdf5e8d6c8a182974697bc3a9	87697a72e333d1468a35d4a3fec388319cc16e2a	negative	C#	New Feature Additions	31	C# | New Feature Additions | 1 comments
keycloak/keycloak	41672	949ef35a3bda916b24763c435033258a84ba8596	1463502078ae277b3613e02429ecafde921b892b	negative	Java	Dependency Updates & Environment Compatibility	19	Java | Dependency Updates & Environment Compatibility | 3 comments
keycloak/keycloak	37465	cac93f7d3dd2a16c959e2a9e9c0d221f7f76a754	2373a483fdeead9f1b5e815015349c6871de8c3a	negative	Java	Security Patches / Vulnerability Fixes	176	Java | Security Patches / Vulnerability Fixes | 3 comments
keycloak/keycloak	35645	0f1bdc4e975c4810102d6ad125b3ed2369c90f0b	460f8008f86d3fa8f62da63e26d8bdc306af60b2	negative	Java	New Feature Additions	259	Java | New Feature Additions | 4 comments
keycloak/keycloak	40283	ad511cbc538f1d9727d17cc423420abc50367af4	04ad5d530007517b60e2bf8706542556078d17f7	negative	Java	Test Suite / CI Enhancements	596	Java | Test Suite / CI Enhancements | 2 comments
keycloak/keycloak	37504	b0654c455f57bb9fbc3ea7511809921fed031ce3	21d4538b6f69a47dbd25571ea39a5d2a6fa788ef	negative	Java	Code Refactoring / Architectural Improvement	714	Java | Code Refactoring / Architectural Improvement | 10 comments
bluewave-labs/Checkmate	2883	05dd5f7de27ae7f2139714f0bc577484642e2c77	32b54ddf11ea27b8ed85d2139fe38e0dcb7f3d43	negative	JavaScript	Dependency Updates & Environment Compatibility	847	JavaScript | Dependency Updates & Environment Compatibility | 10 comments
symfony/symfony	60956	e06b10c4f0088e2966c510d335531f7daed61915	647870557cf275de666557e552e11e9a295b9d4a	negative	PHP	Bug Fix	5	PHP | Bug Fix | 1 comments
symfony/symfony	61601	a57c946d3b8d477964da5303fa693a9b7c4e6227	942f8fa5384d34f2b5c9bd1b73a169d8fd049fd5	negative	PHP	Test Suite / CI Enhancements	24	PHP | Test Suite / CI Enhancements | 1 comments
symfony/symfony	60342	0b4d21c3f91dd2cd2cc49739ab31a1457cf001ea	2b9721f04744fb213808f754ac98cd563384b3e5	negative	PHP	Documentation Update	32	PHP | Documentation Update | 1 comments
linera-io/linera-protocol	3075	c4a8ac301274ccdfc8d0fc87871d557534a8405f	024925dfbeff5daaecdd2cd733cda2825eff1bb7	negative	Rust	New Feature Additions	72	Rust | New Feature Additions | 4 comments
linera-io/linera-protocol	4639	c31634e52d719fdf60694f47812e2f007022ae26	3535ddb83de7dfae5db1732a7f1535031d31380a	negative	Rust	Bug Fix	40	Rust | Bug Fix | 1 comments
linera-io/linera-protocol	3151	ad508025a9d05552a1c8ac1ba4e71a0062ebb556	8fb32bb8a463a3b19e291426f83833027739f868	negative	Rust	Documentation Update	8	Rust | Documentation Update | 2 comments
timescale/timescaledb	8138	09513b064bc823c5525d82c242d9affe0a308e17	f84194cb231ad14a2f03b5ead75e99d64826972f	negative	C	Code Refactoring / Architectural Improvement	559	C | Code Refactoring / Architectural Improvement | 8 comments
timescale/timescaledb	7915	d0fe7370082dbc57d391d5168705909809bd880f	7148e5c7d90c9da819a8ca77b79664fac300ca60	negative	C	New Feature Additions	297	C | New Feature Additions | 3 comments
unionlabs/union	3414	efab2bedc6beb4e1bb01906cba9e0dabd3072f13	d840723278f1d4cecc02ac540385725a1c54ca84	negative	Rust	Code Refactoring / Architectural Improvement	213	Rust | Code Refactoring / Architectural Improvement | 4 comments
langflow-ai/langflow	6044	5bcf4d001f1174ed9e63b7115f10e5dbe1bcca9f	bcfe6f9ded091cd360b3212b6e9f5a58cbcdac5e	negative	Python	Code Refactoring / Architectural Improvement	882	Python | Code Refactoring / Architectural Improvement | 3 comments
langflow-ai/langflow	5896	d035e41e631f0da97bdc0e93e7afdae78d5e94da	9513d152197e5336fbc00eb6b891f1ffb25ad62d	negative	Python	Bug Fix	37	Python | Bug Fix | 2 comments
